std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
44.74,310,House,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,2,361,2010-09-01,29,334,320,range
66.37,235,House,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,1,355,2010-09-01,5,291,275,range
33.47,255,Flat,Waitakere,2011-02-28,Te Atatu,Auckland,2,296,2010-09-01,16,282,282,range
28.45,190,Flat,Waitakere,2011-02-28,Te Atatu,Auckland,1,235,2010-09-01,18,212,200,range
78.05,430,House,Waitakere,2011-02-28,Te Atatu,Auckland,4,515,2010-09-01,8,486,477,range
55.54,350,House,Waitakere,2011-02-28,Te Atatu,Auckland,3,400,2010-09-01,41,377,370,range
24.21,287,House,Waitakere,2011-02-28,Te Atatu,Auckland,2,317,2010-09-01,12,305,310,range
31.52,150,Flat,Clutha/Southland,2011-02-28,Both Districts,Southland,2,170,2010-09-01,30,154,155,range
69.1,161,House,Clutha/Southland,2011-02-28,Both Districts,Southland,5+,300,2010-09-01,9,218,210,range
60.1,162,House,Clutha/Southland,2011-02-28,Both Districts,Southland,4,250,2010-09-01,31,208,200,range
52.38,150,House,Clutha/Southland,2011-02-28,Both Districts,Southland,3,230,2010-09-01,160,190,180,range
42.06,135,House,Clutha/Southland,2011-02-28,Both Districts,Southland,2,181,2010-09-01,57,164,160,range
29.24,150,House,Clutha/Southland,2011-02-28,Both Districts,Southland,1,168,2010-09-01,5,156,165,range
37.51,290,Apartment,Waitakere,2011-02-28,New Lynn,Auckland,2,320,2010-09-01,10,302,312,range
21.63,230,Apartment,Waitakere,2011-02-28,New Lynn,Auckland,1,270,2010-09-01,26,249,255,range
30.67,261,Flat,Waitakere,2011-02-28,New Lynn,Auckland,2,300,2010-09-01,67,281,280,range
25.04,210,Flat,Waitakere,2011-02-28,New Lynn,Auckland,1,240,2010-09-01,18,223,230,range
60.87,410,House,Waitakere,2011-02-28,New Lynn,Auckland,4,495,2010-09-01,17,451,445,range
135.63,340,House,Waitakere,2011-02-28,New Lynn,Auckland,3,380,2010-09-01,89,378,360,range
29.83,290,House,Waitakere,2011-02-28,New Lynn,Auckland,2,320,2010-09-01,46,307,307,range
69.1,95,Room,Waitakere,2011-02-28,New Lynn,Auckland,1,200,2010-09-01,6,164,177,range
65.68,325,Apartment,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,3,381,2010-09-01,41,352,340,range
56.62,289,Apartment,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,2,335,2010-09-01,109,315,310,range
48.46,230,Apartment,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,1,300,2010-09-01,74,266,260,range
50.19,283,Flat,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,3,320,2010-09-01,8,291,310,range
46.98,200,Flat,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,2,275,2010-09-01,79,241,240,range
52.46,156,Flat,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,1,223,2010-09-01,47,194,180,range
80.14,280,House,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,3,350,2010-09-01,24,321,330,range
57.4,260,House,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,2,327,2010-09-01,28,289,300,range
52.85,140,Room,Christchurch,2011-02-28,Avon Loop/Christchurch East,Canterbury,1,227,2010-09-01,88,181,175,range
22.29,280,Apartment,Waitakere,2011-02-28,Kelston,Auckland,2,310,2010-09-01,6,288,290,range
15.45,250,Apartment,Waitakere,2011-02-28,Kelston,Auckland,1,270,2010-09-01,32,260,260,range
24.27,250,Flat,Waitakere,2011-02-28,Kelston,Auckland,2,295,2010-09-01,8,270,265,range
38.09,200,Flat,Waitakere,2011-02-28,Kelston,Auckland,1,240,2010-09-01,18,214,220,range
65.07,347,House,Waitakere,2011-02-28,Kelston,Auckland,4,440,2010-09-01,15,398,400,range
37.78,340,House,Waitakere,2011-02-28,Kelston,Auckland,3,372,2010-09-01,72,357,350,range
34.04,280,House,Waitakere,2011-02-28,Kelston,Auckland,2,330,2010-09-01,28,305,305,range
84.93,380,House,Waitakere,2011-02-28,Ranui,Auckland,4,460,2010-09-01,14,409,412,range
27.28,327,House,Waitakere,2011-02-28,Ranui,Auckland,3,360,2010-09-01,80,342,340,range
39.86,267,House,Waitakere,2011-02-28,Ranui,Auckland,2,325,2010-09-01,8,300,310,range
29.83,270,Flat,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,2,307,2010-09-01,13,287,275,range
164,190,Flat,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,1,285,2010-09-01,6,293,237,range
68.94,465,House,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,5+,513,2010-09-01,13,497,495,range
49.25,386,House,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,4,450,2010-09-01,39,425,440,range
41.21,340,House,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,3,375,2010-09-01,154,359,357,range
29.67,290,House,Waitakere,2011-02-28,Massey/Royal Heights,Auckland,2,335,2010-09-01,24,311,300,range
143.66,248,Flat,Waitakere,2011-02-28,Glen Eden,Auckland,2,280,2010-09-01,21,291,265,range
21.94,213,Flat,Waitakere,2011-02-28,Glen Eden,Auckland,1,252,2010-09-01,9,230,220,range
93.56,377,House,Waitakere,2011-02-28,Glen Eden,Auckland,4,460,2010-09-01,23,405,430,range
30.57,340,House,Waitakere,2011-02-28,Glen Eden,Auckland,3,370,2010-09-01,93,356,350,range
35.44,290,House,Waitakere,2011-02-28,Glen Eden,Auckland,2,310,2010-09-01,17,295,300,range
48.19,312,Flat,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,3,366,2010-09-01,7,333,340,range
38.66,238,Flat,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,2,272,2010-09-01,21,251,255,range
39.88,182,Flat,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,1,212,2010-09-01,7,197,190,range
74.86,479,House,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,5+,555,2010-09-01,10,519,545,range
99.11,350,House,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,4,450,2010-09-01,31,397,380,range
70.54,300,House,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,3,350,2010-09-01,108,328,330,range
35.39,275,House,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,2,320,2010-09-01,31,296,285,range
35.05,90,Room,Christchurch,2011-02-28,Bishopdale/Papanui,Canterbury,1,130,2010-09-01,9,111,92,range
28.21,316,Apartment,Christchurch,2011-02-28,Addington,Canterbury,3,347,2010-09-01,11,331,330,range
48.24,255,Apartment,Christchurch,2011-02-28,Addington,Canterbury,2,300,2010-09-01,6,271,297,range
28.03,255,Flat,Christchurch,2011-02-28,Addington,Canterbury,3,297,2010-09-01,8,277,292,range
36.97,197,Flat,Christchurch,2011-02-28,Addington,Canterbury,2,245,2010-09-01,40,222,220,range
34.73,120,Flat,Christchurch,2011-02-28,Addington,Canterbury,1,190,2010-09-01,10,157,164,range
74.29,298,House,Christchurch,2011-02-28,Addington,Canterbury,4,370,2010-09-01,9,346,330,range
57.87,280,House,Christchurch,2011-02-28,Addington,Canterbury,3,350,2010-09-01,41,315,310,range
99.18,267,House,Christchurch,2011-02-28,Addington,Canterbury,2,320,2010-09-01,24,307,307,range
86.35,150,Room,Christchurch,2011-02-28,Addington,Canterbury,1,180,2010-09-01,112,179,170,range
15.06,230,Apartment,Ashburton,2011-02-28,Entire District,Canterbury,2,250,2010-09-01,6,236,230,range
33.21,190,Flat,Ashburton,2011-02-28,Entire District,Canterbury,2,220,2010-09-01,46,204,210,range
21.9,150,Flat,Ashburton,2011-02-28,Entire District,Canterbury,1,160,2010-09-01,16,158,150,range
78.74,247,House,Ashburton,2011-02-28,Entire District,Canterbury,5+,325,2010-09-01,5,290,300,range
49.36,262,House,Ashburton,2011-02-28,Entire District,Canterbury,4,315,2010-09-01,48,289,300,range
43.74,250,House,Ashburton,2011-02-28,Entire District,Canterbury,3,290,2010-09-01,199,268,265,range
42.22,210,House,Ashburton,2011-02-28,Entire District,Canterbury,2,242,2010-09-01,77,231,230,range
85.14,275,Flat,Waitakere,2011-02-28,Titirangi,Auckland,2,351,2010-09-01,7,327,310,range
46.44,200,Flat,Waitakere,2011-02-28,Titirangi,Auckland,1,250,2010-09-01,26,232,232,range
221.88,487,House,Waitakere,2011-02-28,Titirangi,Auckland,5+,726,2010-09-01,5,622,525,range
112.18,455,House,Waitakere,2011-02-28,Titirangi,Auckland,4,595,2010-09-01,42,539,522,range
130.99,372,House,Waitakere,2011-02-28,Titirangi,Auckland,3,450,2010-09-01,92,422,400,range
44.52,307,House,Waitakere,2011-02-28,Titirangi,Auckland,2,346,2010-09-01,25,326,330,range
41.79,195,House,Waitakere,2011-02-28,Titirangi,Auckland,1,256,2010-09-01,9,225,240,range
45.9,285,Apartment,Waitakere,2011-02-28,Henderson,Auckland,3,380,2010-09-01,6,331,335,range
37.98,290,Apartment,Waitakere,2011-02-28,Henderson,Auckland,2,360,2010-09-01,13,323,310,range
18.74,260,Apartment,Waitakere,2011-02-28,Henderson,Auckland,1,300,2010-09-01,10,277,277,range
46.27,303,Flat,Waitakere,2011-02-28,Henderson,Auckland,3,360,2010-09-01,7,337,330,range
50.83,270,Flat,Waitakere,2011-02-28,Henderson,Auckland,2,300,2010-09-01,46,288,284,range
27.09,225,Flat,Waitakere,2011-02-28,Henderson,Auckland,1,255,2010-09-01,12,242,242,range
91.19,475,House,Waitakere,2011-02-28,Henderson,Auckland,5+,630,2010-09-01,24,545,507,range
103.73,410,House,Waitakere,2011-02-28,Henderson,Auckland,4,507,2010-09-01,71,458,480,range
42.86,340,House,Waitakere,2011-02-28,Henderson,Auckland,3,380,2010-09-01,236,366,360,range
31.49,290,House,Waitakere,2011-02-28,Henderson,Auckland,2,330,2010-09-01,42,315,317,range
48.83,240,House,Waitakere,2011-02-28,Henderson,Auckland,1,270,2010-09-01,6,265,250,range
21.68,280,Flat,Waitakere,2011-02-28,Glendene,Auckland,2,296,2010-09-01,17,290,290,range
79.03,385,House,Waitakere,2011-02-28,Glendene,Auckland,4,460,2010-09-01,16,421,420,range
33.26,350,House,Waitakere,2011-02-28,Glendene,Auckland,3,380,2010-09-01,65,362,360,range
21.29,292,House,Waitakere,2011-02-28,Glendene,Auckland,2,328,2010-09-01,15,310,320,range
105.54,375,Apartment,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,3,487,2010-09-01,7,441,390,range
50.14,350,Apartment,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,2,420,2010-09-01,26,390,400,range
52.7,285,Apartment,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,1,335,2010-09-01,18,311,315,range
60.16,282,Flat,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,3,330,2010-09-01,8,293,300,range
42.57,270,Flat,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,2,330,2010-09-01,42,297,300,range
89.05,200,Flat,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,1,295,2010-09-01,38,257,250,range
179.59,495,House,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,5+,650,2010-09-01,25,590,550,range
119.41,442,House,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,4,600,2010-09-01,95,525,500,range
72.72,360,House,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,3,450,2010-09-01,249,406,395,range
44.71,303,House,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,2,360,2010-09-01,141,334,330,range
62.42,230,House,Rodney,2011-02-28,Orewa/Whangaparaoa,Auckland,1,300,2010-09-01,22,279,275,range
40.52,317,Flat,North Shore,2011-02-28,Torbay,Auckland,2,355,2010-09-01,21,339,335,range
84.73,237,Flat,North Shore,2011-02-28,Torbay,Auckland,1,285,2010-09-01,16,273,260,range
100.85,590,House,North Shore,2011-02-28,Torbay,Auckland,5+,687,2010-09-01,12,625,645,range
76.63,498,House,North Shore,2011-02-28,Torbay,Auckland,4,602,2010-09-01,37,556,560,range
84.06,420,House,North Shore,2011-02-28,Torbay,Auckland,3,500,2010-09-01,78,467,450,range
39.54,330,House,North Shore,2011-02-28,Torbay,Auckland,2,376,2010-09-01,25,356,350,range
146.56,470,Apartment,North Shore,2011-02-28,Takapuna,Auckland,3,750,2010-09-01,17,620,600,range
146.66,490,Apartment,North Shore,2011-02-28,Takapuna,Auckland,2,680,2010-09-01,41,592,575,range
194.83,318,Apartment,North Shore,2011-02-28,Takapuna,Auckland,1,506,2010-09-01,5,422,350,range
61.7,335,Flat,North Shore,2011-02-28,Takapuna,Auckland,2,392,2010-09-01,56,367,362,range
36.98,270,Flat,North Shore,2011-02-28,Takapuna,Auckland,1,310,2010-09-01,10,302,297,range
385.19,502,House,North Shore,2011-02-28,Takapuna,Auckland,5+,775,2010-09-01,8,678,605,range
340.71,592,House,North Shore,2011-02-28,Takapuna,Auckland,4,875,2010-09-01,19,799,720,range
172.41,450,House,North Shore,2011-02-28,Takapuna,Auckland,3,600,2010-09-01,61,542,500,range
88,396,House,North Shore,2011-02-28,Takapuna,Auckland,2,452,2010-09-01,21,420,410,range
45.11,165,Flat,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,2,253,2010-09-01,13,216,230,range
51.52,185,Flat,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,1,260,2010-09-01,22,220,202,range
169.82,386,House,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,5+,512,2010-09-01,17,484,430,range
92.6,350,House,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,4,463,2010-09-01,71,408,395,range
64.4,300,House,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,3,370,2010-09-01,177,339,340,range
57.33,265,House,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,2,300,2010-09-01,67,293,280,range
57.7,200,House,Rodney,2011-02-28,Wellsford/Warkworth/Helensville,Auckland,1,240,2010-09-01,18,231,215,range
53.55,250,Flat,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,2,315,2010-09-01,11,284,300,range
94.45,560,House,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,5+,650,2010-09-01,6,630,610,range
105.31,480,House,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,4,620,2010-09-01,30,559,550,range
110.49,350,House,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,3,460,2010-09-01,44,421,422,range
43.38,300,House,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,2,350,2010-09-01,33,318,320,range
68.76,272,House,Rodney,2011-02-28,Rewiti/Kumeu/Riverhead,Auckland,1,342,2010-09-01,7,305,300,range
109.83,440,Apartment,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,3,535,2010-09-01,12,495,475,range
65.57,400,Apartment,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,2,482,2010-09-01,37,437,430,range
39.46,375,Flat,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,3,450,2010-09-01,7,412,420,range
38.59,340,Flat,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,2,377,2010-09-01,48,358,357,range
88.92,265,Flat,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,1,370,2010-09-01,8,307,282,range
90.29,560,House,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,5+,645,2010-09-01,12,626,605,range
98.26,480,House,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,4,570,2010-09-01,30,525,520,range
68.86,427,House,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,3,500,2010-09-01,100,465,450,range
47,322,House,North Shore,2011-02-28,Sunnynook/Westlake,Auckland,2,390,2010-09-01,31,361,365,range
65.29,307,Apartment,Rodney,2011-02-28,Gulf Harbour,Auckland,3,362,2010-09-01,21,345,320,range
8.52,282,Apartment,Rodney,2011-02-28,Gulf Harbour,Auckland,2,293,2010-09-01,7,288,290,range
81.96,395,House,Rodney,2011-02-28,Gulf Harbour,Auckland,4,480,2010-09-01,50,448,450,range
87.13,360,House,Rodney,2011-02-28,Gulf Harbour,Auckland,3,440,2010-09-01,51,411,400,range
25.89,291,House,Rodney,2011-02-28,Gulf Harbour,Auckland,2,330,2010-09-01,7,310,300,range
22.36,200,House,Rodney,2011-02-28,Gulf Harbour,Auckland,1,212,2010-09-01,5,210,200,range
19.47,255,Flat,Papakura,2011-02-28,Takanini/Ardmore,Auckland,2,283,2010-09-01,11,270,280,range
38.47,203,Flat,Papakura,2011-02-28,Takanini/Ardmore,Auckland,1,242,2010-09-01,5,221,240,range
55.71,407,House,Papakura,2011-02-28,Takanini/Ardmore,Auckland,4,463,2010-09-01,39,444,440,range
71.35,302,House,Papakura,2011-02-28,Takanini/Ardmore,Auckland,3,392,2010-09-01,64,356,347,range
50.54,280,House,Papakura,2011-02-28,Takanini/Ardmore,Auckland,2,310,2010-09-01,14,303,300,range
11.51,411,Apartment,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,3,426,2010-09-01,5,418,420,range
19.76,330,Apartment,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,2,365,2010-09-01,7,347,355,range
60.86,325,Flat,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,3,400,2010-09-01,6,350,355,range
26.44,290,Flat,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,2,320,2010-09-01,35,307,310,range
41.05,240,Flat,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,1,272,2010-09-01,15,257,250,range
85.75,492,House,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,5+,615,2010-09-01,7,574,595,range
126.9,430,House,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,4,550,2010-09-01,34,497,485,range
52.72,380,House,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,3,430,2010-09-01,127,402,400,range
99.49,317,House,North Shore,2011-02-28,Glendhu/Glenfield,Auckland,2,365,2010-09-01,28,364,340,range
30.5,246,Apartment,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,2,295,2010-09-01,5,269,260,range
30.92,250,Flat,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,2,280,2010-09-01,46,264,270,range
63.22,162,Flat,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,1,240,2010-09-01,14,209,225,range
104.89,450,House,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,5+,505,2010-09-01,16,499,460,range
60.48,382,House,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,4,450,2010-09-01,79,420,415,range
46.58,300,House,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,3,357,2010-09-01,223,335,330,range
24.61,280,House,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,2,310,2010-09-01,71,297,295,range
33.17,187,House,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,1,223,2010-09-01,5,205,220,range
4.18,160,Room,Papakura,2011-02-28,Papakura/Drury/Karaka,Auckland,1,166,2010-09-01,5,164,165,range
29.03,313,Apartment,North Shore,2011-02-28,Wairau Park/Glenfield North,Auckland,2,361,2010-09-01,5,334,330,range
28.39,307,Flat,North Shore,2011-02-28,Wairau Park/Glenfield North,Auckland,2,332,2010-09-01,25,323,320,range
56.66,477,House,North Shore,2011-02-28,Wairau Park/Glenfield North,Auckland,4,525,2010-09-01,16,505,495,range
46.36,390,House,North Shore,2011-02-28,Wairau Park/Glenfield North,Auckland,3,450,2010-09-01,82,417,412,range
37.38,320,House,North Shore,2011-02-28,Wairau Park/Glenfield North,Auckland,2,362,2010-09-01,17,347,345,range
46.76,550,Apartment,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,3,600,2010-09-01,6,573,590,range
70.14,347,Apartment,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,2,470,2010-09-01,5,418,440,range
67.77,331,Flat,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,3,393,2010-09-01,5,366,370,range
56.48,285,Flat,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,2,375,2010-09-01,19,322,340,range
49.48,228,Flat,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,1,320,2010-09-01,17,266,260,range
127.66,595,House,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,5+,812,2010-09-01,20,700,650,range
98.88,545,House,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,4,660,2010-09-01,58,607,585,range
77.06,450,House,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,3,550,2010-09-01,64,506,500,range
52.81,320,House,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,2,405,2010-09-01,20,361,360,range
140.18,258,House,North Shore,2011-02-28,Rothesay/Murrays/Mairangi Bays,Auckland,1,420,2010-09-01,5,365,350,range
67.66,390,Apartment,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,3,427,2010-09-01,9,389,400,range
40.28,332,Apartment,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,2,391,2010-09-01,23,361,350,range
26.93,295,Apartment,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,1,320,2010-09-01,21,307,300,range
67.97,412,Flat,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,3,475,2010-09-01,5,448,450,range
57.91,340,Flat,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,2,385,2010-09-01,18,372,352,range
88.36,690,House,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,5+,775,2010-09-01,34,723,747,range
86.72,560,House,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,4,650,2010-09-01,50,619,600,range
65.77,455,House,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,3,525,2010-09-01,40,501,500,range
36.02,350,House,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,2,392,2010-09-01,17,374,380,range
31.56,148,Room,North Shore,2011-02-28,North Harbour/Pine Hill,Auckland,1,182,2010-09-01,16,163,150,range
58.17,345,Flat,North Shore,2011-02-28,Hillcrest/Northcote,Auckland,3,435,2010-09-01,8,388,400,range
30.74,300,Flat,North Shore,2011-02-28,Hillcrest/Northcote,Auckland,2,340,2010-09-01,49,324,330,range
